Distritos SP;Ano;trimestre;total_de_profissionais;avg_teleworkable_score;weighted_avg_teleworkable_score
S MIGUEL;2018;3;6026;0.381;0.385
S MIGUEL;2018;4;7053;0.344;0.324
S MIGUEL;2019;1;6446;0.259;0.343
S MIGUEL;2019;2;6286;0.351;0.344
S MIGUEL;2019;3;6305;0.317;0.344
S MIGUEL;2019;4;6708;0.34;0.402
S MIGUEL;2020;1;6193;0.282;0.331
S MIGUEL;2020;2;6233;0.332;0.344
S MIGUEL;2020;3;6017;0.335;0.334
S MIGUEL;2020;4;6476;0.348;0.398
S MIGUEL;2021;1;7727;0.272;0.229
S MIGUEL;2021;2;7075;0.292;0.282
S MIGUEL;2021;3;7302;0.357;0.345
S MIGUEL;2021;4;7798;0.348;0.338
S RAFAEL;2018;1;8945;0.277;0.209
S RAFAEL;2018;2;8442;0.308;0.259
S RAFAEL;2018;3;8542;0.345;0.32
S RAFAEL;2018;4;9115;0.34;0.298
S RAFAEL;2019;1;9957;0.24;0.227
S RAFAEL;2019;2;7595;0.345;0.266
S RAFAEL;2019;3;9466;0.319;0.306
S RAFAEL;2019;4;9752;0.355;0.331
S RAFAEL;2020;1;9647;0.255;0.215
S RAFAEL;2020;2;6799;0.338;0.265
S RAFAEL;2020;3;9149;0.328;0.317
S RAFAEL;2020;4;9388;0.362;0.34
S RAFAEL;2021;1;9750;0.292;0.162
S RAFAEL;2021;2;10303;0.323;0.189
S RAFAEL;2021;3;9034;0.355;0.316
S RAFAEL;2021;4;10386;0.366;0.308
SACOMA;2018;1;25945;0.289;0.219
SACOMA;2018;2;26476;0.268;0.294
SACOMA;2018;3;24347;0.289;0.303
SACOMA;2018;4;26162;0.304;0.257
SACOMA;2019;1;25305;0.267;0.25
SACOMA;2019;2;18908;0.322;0.325
SACOMA;2019;3;23319;0.316;0.31
SACOMA;2019;4;25006;0.341;0.343
SACOMA;2020;1;26278;0.267;0.265
SACOMA;2020;2;19909;0.319;0.337
SACOMA;2020;3;24395;0.313;0.322
SACOMA;2020;4;25792;0.319;0.346
SACOMA;2021;1;29733;0.362;0.241
SACOMA;2021;2;29255;0.38;0.297
SACOMA;2021;3;25716;0.406;0.363
SACOMA;2021;4;28661;0.404;0.348
SANTANA;2018;1;40808;0.339;0.323
SANTANA;2018;2;42808;0.347;0.379
SANTANA;2018;3;36917;0.345;0.386
SANTANA;2018;4;38773;0.34;0.333
SANTANA;2019;1;38528;0.302;0.321
SANTANA;2019;2;35951;0.34;0.333
SANTANA;2019;3;36370;0.342;0.322
SANTANA;2019;4;38944;0.369;0.398
SANTANA;2020;1;36185;0.308;0.306
SANTANA;2020;2;33277;0.34;0.328
SANTANA;2020;3;33978;0.349;0.315
SANTANA;2020;4;36310;0.379;0.381
SANTANA;2021;1;36515;0.306;0.302
SANTANA;2021;2;35409;0.346;0.339
SANTANA;2021;3;30583;0.353;0.445
SANTANA;2021;4;35914;0.379;0.381
SAPOPEMBA;2018;1;25563;0.292;0.323
SAPOPEMBA;2018;2;25912;0.295;0.368
SAPOPEMBA;2018;3;24796;0.297;0.369
SAPOPEMBA;2018;4;26962;0.309;0.343
SAPOPEMBA;2019;1;28472;0.263;0.324
SAPOPEMBA;2019;2;21600;0.299;0.411
SAPOPEMBA;2019;3;27249;0.32;0.405
SAPOPEMBA;2019;4;30172;0.32;0.469
SAPOPEMBA;2020;1;29026;0.261;0.307
SAPOPEMBA;2020;2;22157;0.282;0.382
SAPOPEMBA;2020;3;27827;0.318;0.387
SAPOPEMBA;2020;4;30718;0.312;0.452
SAPOPEMBA;2021;1;30019;0.269;0.326
SAPOPEMBA;2021;2;31435;0.301;0.343
SAPOPEMBA;2021;3;28443;0.299;0.465
SAPOPEMBA;2021;4;30744;0.347;0.406
SAUDE;2018;1;298840;0.343;0.548
SAUDE;2018;2;367734;0.35;0.579
SAUDE;2018;3;333543;0.342;0.468
SAUDE;2018;4;378905;0.343;0.423
SAUDE;2019;1;276963;0.264;0.507
SAUDE;2019;2;278037;0.356;0.628
SAUDE;2019;3;337990;0.352;0.419
SAUDE;2019;4;349242;0.335;0.58
SAUDE;2020;1;268358;0.292;0.507
SAUDE;2020;2;269516;0.338;0.629
SAUDE;2020;3;327736;0.363;0.42
SAUDE;2020;4;338044;0.337;0.578
SAUDE;2021;1;320092;0.307;0.563
SAUDE;2021;2;338961;0.315;0.489
SAUDE;2021;3;271361;0.367;0.727
SAUDE;2021;4;272370;0.374;0.652
SE;2018;1;174767;0.355;0.544
SE;2018;2;171872;0.38;0.539
SE;2018;3;162029;0.384;0.576
SE;2018;4;181781;0.389;0.552
SE;2019;1;175078;0.35;0.397
SE;2019;2;141934;0.428;0.437
SE;2019;3;169435;0.408;0.457
SE;2019;4;181161;0.418;0.591
SE;2020;1;163970;0.36;0.39
SE;2020;2;133620;0.408;0.428
SE;2020;3;158761;0.41;0.453
SE;2020;4;169306;0.413;0.585
SE;2021;1;160707;0.338;0.523
SE;2021;2;181193;0.362;0.532
SE;2021;3;173751;0.385;0.625
SE;2021;4;165889;0.395;0.619
SOCORRO;2018;1;23553;0.287;0.194
SOCORRO;2018;2;24334;0.324;0.284
SOCORRO;2018;3;24729;0.3;0.278
SOCORRO;2018;4;26045;0.304;0.238
SOCORRO;2019;1;32563;0.245;0.21
SOCORRO;2019;2;19708;0.296;0.333
SOCORRO;2019;3;28588;0.286;0.31
SOCORRO;2019;4;32677;0.308;0.355
SOCORRO;2020;1;33143;0.26;0.194
SOCORRO;2020;2;19808;0.312;0.307
SOCORRO;2020;3;28885;0.301;0.292
SOCORRO;2020;4;33231;0.317;0.339
SOCORRO;2021;1;32803;0.261;0.237
SOCORRO;2021;2;36152;0.288;0.26
SOCORRO;2021;3;34819;0.31;0.329
SOCORRO;2021;4;35435;0.333;0.329
TATUAPE;2018;1;33190;0.324;0.304
TATUAPE;2018;2;34769;0.351;0.36
TATUAPE;2018;3;29516;0.333;0.387
TATUAPE;2018;4;35343;0.332;0.317
TATUAPE;2019;1;47220;0.276;0.287
TATUAPE;2019;2;48188;0.315;0.288
TATUAPE;2019;3;45589;0.325;0.274
TATUAPE;2019;4;48635;0.348;0.334
TATUAPE;2020;1;42552;0.27;0.285
TATUAPE;2020;2;44178;0.3;0.283
TATUAPE;2020;3;41565;0.313;0.268
TATUAPE;2020;4;43751;0.322;0.32
TATUAPE;2021;1;51417;0.303;0.274
TATUAPE;2021;2;48901;0.316;0.308
TATUAPE;2021;3;45487;0.344;0.381
TATUAPE;2021;4;50168;0.364;0.353
TREMEMBE;2018;1;4841;0.327;0.283
TREMEMBE;2018;2;4897;0.319;0.342
TREMEMBE;2018;3;4201;0.3;0.339
TREMEMBE;2018;4;5018;0.335;0.301
TREMEMBE;2019;1;4499;0.282;0.317
TREMEMBE;2019;2;4069;0.332;0.347
TREMEMBE;2019;3;4280;0.303;0.323
TREMEMBE;2019;4;4515;0.355;0.417
TREMEMBE;2020;1;5080;0.286;0.305
TREMEMBE;2020;2;4367;0.315;0.355
TREMEMBE;2020;3;4721;0.318;0.319
TREMEMBE;2020;4;4979;0.364;0.417
TREMEMBE;2021;1;5970;0.254;0.292
TREMEMBE;2021;2;5252;0.306;0.355
TREMEMBE;2021;3;5191;0.309;0.416
TREMEMBE;2021;4;5168;0.362;0.406
TUCURUVI;2018;1;8720;0.321;0.304
TUCURUVI;2018;2;8388;0.328;0.368
TUCURUVI;2018;3;8060;0.348;0.404
TUCURUVI;2018;4;9284;0.353;0.352
TUCURUVI;2019;1;8822;0.289;0.346
TUCURUVI;2019;2;7808;0.339;0.398
TUCURUVI;2019;3;8308;0.319;0.365
TUCURUVI;2019;4;9053;0.336;0.405
TUCURUVI;2020;1;8681;0.293;0.321
TUCURUVI;2020;2;7433;0.345;0.389
TUCURUVI;2020;3;8318;0.329;0.338
TUCURUVI;2020;4;8928;0.341;0.377
TUCURUVI;2021;1;9260;0.31;0.275
TUCURUVI;2021;2;8653;0.33;0.316
TUCURUVI;2021;3;9329;0.362;0.369
TUCURUVI;2021;4;9797;0.391;0.379
VL ANDRADE;2018;1;17481;0.33;0.296
VL ANDRADE;2018;2;17518;0.34;0.342
VL ANDRADE;2018;3;15903;0.344;0.371
VL ANDRADE;2018;4;17917;0.342;0.339
VL ANDRADE;2019;1;16973;0.276;0.353
VL ANDRADE;2019;2;16420;0.361;0.367
VL ANDRADE;2019;3;16419;0.31;0.354
VL ANDRADE;2019;4;17247;0.334;0.405
VL ANDRADE;2020;1;16284;0.264;0.347
VL ANDRADE;2020;2;15986;0.343;0.351
VL ANDRADE;2020;3;15614;0.334;0.352
VL ANDRADE;2020;4;16131;0.327;0.401
VL ANDRADE;2021;1;17624;0.3;0.287
VL ANDRADE;2021;2;16727;0.319;0.349
VL ANDRADE;2021;3;15913;0.347;0.414
VL ANDRADE;2021;4;17242;0.334;0.394
VL CURUCA;2018;1;5555;0.347;0.336
VL CURUCA;2018;2;5399;0.349;0.388
VL CURUCA;2018;3;4947;0.332;0.403
VL CURUCA;2018;4;5632;0.348;0.367
VL CURUCA;2019;1;5342;0.279;0.348
VL CURUCA;2019;2;4853;0.317;0.373
VL CURUCA;2019;3;4775;0.343;0.383
VL CURUCA;2019;4;5211;0.349;0.418
VL CURUCA;2020;1;4902;0.271;0.351
VL CURUCA;2020;2;4407;0.331;0.366
VL CURUCA;2020;3;4369;0.331;0.386
VL CURUCA;2020;4;4823;0.343;0.422
VL CURUCA;2021;1;4377;0.292;0.243
VL CURUCA;2021;2;4637;0.311;0.269
VL CURUCA;2021;3;4297;0.346;0.354
VL CURUCA;2021;4;4326;0.341;0.351
VL FORMOSA;2018;1;14134;0.293;0.266
VL FORMOSA;2018;2;14171;0.32;0.321
VL FORMOSA;2018;3;13372;0.33;0.34
VL FORMOSA;2018;4;15226;0.334;0.3
VL FORMOSA;2019;1;13023;0.263;0.341
VL FORMOSA;2019;2;12407;0.314;0.354
VL FORMOSA;2019;3;12596;0.297;0.334
VL FORMOSA;2019;4;13228;0.337;0.394
VL FORMOSA;2020;1;12433;0.264;0.327
VL FORMOSA;2020;2;11883;0.338;0.334
VL FORMOSA;2020;3;11873;0.3;0.326
VL FORMOSA;2020;4;12692;0.336;0.377
VL FORMOSA;2021;1;13102;0.303;0.245
VL FORMOSA;2021;2;12706;0.304;0.28
VL FORMOSA;2021;3;12645;0.345;0.36
VL FORMOSA;2021;4;13717;0.376;0.363
VL GUILHERM;2018;1;27010;0.304;0.42
VL GUILHERM;2018;2;27215;0.327;0.484
VL GUILHERM;2018;3;25914;0.349;0.474
VL GUILHERM;2018;4;27361;0.334;0.428
VL GUILHERM;2019;1;29311;0.303;0.448
VL GUILHERM;2019;2;26502;0.316;0.504
VL GUILHERM;2019;3;27877;0.369;0.475
VL GUILHERM;2019;4;29400;0.354;0.483
VL GUILHERM;2020;1;28843;0.28;0.439
VL GUILHERM;2020;2;25488;0.322;0.514
VL GUILHERM;2020;3;26886;0.356;0.479
VL GUILHERM;2020;4;28376;0.349;0.475
VL GUILHERM;2021;1;29334;0.315;0.429
VL GUILHERM;2021;2;30878;0.344;0.487
VL GUILHERM;2021;3;26765;0.351;0.438
VL GUILHERM;2021;4;33286;0.379;0.517
VL JACUI;2018;1;6238;0.26;0.24
VL JACUI;2018;2;6177;0.269;0.345
VL JACUI;2018;3;5727;0.289;0.371
VL JACUI;2018;4;5834;0.272;0.293
VL JACUI;2019;1;7082;0.262;0.316
VL JACUI;2019;2;5817;0.307;0.371
VL JACUI;2019;3;5954;0.293;0.366
VL JACUI;2019;4;7175;0.308;0.377
VL JACUI;2020;1;6196;0.228;0.301
VL JACUI;2020;2;5067;0.289;0.336
VL JACUI;2020;3;5266;0.275;0.325
VL JACUI;2020;4;6292;0.281;0.339
VL JACUI;2021;1;6213;0.236;0.254
VL JACUI;2021;2;5823;0.252;0.284
VL JACUI;2021;3;5420;0.25;0.327
VL JACUI;2021;4;5711;0.275;0.309
VL LEOPOLDI;2018;1;33726;0.391;0.319
VL LEOPOLDI;2018;2;35573;0.407;0.399
VL LEOPOLDI;2018;3;33612;0.43;0.388
VL LEOPOLDI;2018;4;36345;0.415;0.334
VL LEOPOLDI;2019;1;43857;0.284;0.374
VL LEOPOLDI;2019;2;32814;0.372;0.416
VL LEOPOLDI;2019;3;34881;0.34;0.366
VL LEOPOLDI;2019;4;44372;0.366;0.329
VL LEOPOLDI;2020;1;40963;0.277;0.38
VL LEOPOLDI;2020;2;29431;0.34;0.423
VL LEOPOLDI;2020;3;32085;0.317;0.381
VL LEOPOLDI;2020;4;41642;0.341;0.346
VL LEOPOLDI;2021;1;44705;0.302;0.353
VL LEOPOLDI;2021;2;44170;0.326;0.411
VL LEOPOLDI;2021;3;37221;0.358;0.395
VL LEOPOLDI;2021;4;41275;0.36;0.418
VL MARIA;2018;1;52410;0.335;0.28
VL MARIA;2018;2;56609;0.348;0.377
VL MARIA;2018;3;50677;0.345;0.34
VL MARIA;2018;4;58698;0.341;0.281
VL MARIA;2019;1;51149;0.275;0.28
VL MARIA;2019;2;43682;0.333;0.319
VL MARIA;2019;3;48256;0.331;0.293
VL MARIA;2019;4;52112;0.34;0.35
VL MARIA;2020;1;50706;0.276;0.283
VL MARIA;2020;2;44413;0.332;0.317
VL MARIA;2020;3;48145;0.333;0.289
VL MARIA;2020;4;51509;0.342;0.346
VL MARIA;2021;1;53972;0.264;0.261
VL MARIA;2021;2;53753;0.287;0.306
VL MARIA;2021;3;46884;0.323;0.389
VL MARIA;2021;4;53457;0.358;0.326
VL MARIANA;2018;1;71337;0.395;0.313
VL MARIANA;2018;2;78950;0.424;0.356
VL MARIANA;2018;3;61346;0.423;0.366
VL MARIANA;2018;4;75607;0.414;0.325
VL MARIANA;2019;1;79473;0.347;0.28
VL MARIANA;2019;2;77846;0.4;0.276
VL MARIANA;2019;3;78882;0.403;0.312
VL MARIANA;2019;4;81913;0.39;0.369
VL MARIANA;2020;1;74184;0.282;0.294
VL MARIANA;2020;2;73551;0.338;0.283
VL MARIANA;2020;3;73735;0.347;0.325
VL MARIANA;2020;4;76408;0.336;0.384
VL MARIANA;2021;1;72275;0.304;0.306
VL MARIANA;2021;2;76397;0.329;0.338
VL MARIANA;2021;3;53701;0.363;0.524
VL MARIANA;2021;4;70183;0.363;0.383
VL MATILDE;2018;1;20245;0.341;0.263
VL MATILDE;2018;2;20191;0.346;0.339
VL MATILDE;2018;3;19325;0.35;0.341
VL MATILDE;2018;4;21614;0.347;0.301
VL MATILDE;2019;1;20835;0.271;0.294
VL MATILDE;2019;2;16481;0.327;0.35
VL MATILDE;2019;3;19902;0.349;0.336
VL MATILDE;2019;4;21516;0.341;0.397
VL MATILDE;2020;1;21499;0.257;0.273
VL MATILDE;2020;2;17377;0.313;0.315
VL MATILDE;2020;3;20671;0.337;0.31
VL MATILDE;2020;4;22148;0.325;0.376
VL MATILDE;2021;1;23805;0.27;0.267
VL MATILDE;2021;2;24790;0.295;0.289
VL MATILDE;2021;3;22567;0.323;0.4
VL MATILDE;2021;4;24226;0.35;0.357
VL MEDEIROS;2018;1;8930;0.267;0.262
VL MEDEIROS;2018;2;9264;0.274;0.329
VL MEDEIROS;2018;3;8584;0.284;0.329
VL MEDEIROS;2018;4;9821;0.272;0.281
VL MEDEIROS;2019;1;8823;0.231;0.301
VL MEDEIROS;2019;2;6675;0.295;0.388
VL MEDEIROS;2019;3;8372;0.288;0.311
VL MEDEIROS;2019;4;8862;0.278;0.379
VL MEDEIROS;2020;1;7741;0.238;0.314
VL MEDEIROS;2020;2;6210;0.293;0.381
VL MEDEIROS;2020;3;7405;0.306;0.32
VL MEDEIROS;2020;4;7842;0.27;0.375
VL MEDEIROS;2021;1;9029;0.213;0.26
VL MEDEIROS;2021;2;8235;0.232;0.314
VL MEDEIROS;2021;3;8643;0.252;0.347
VL MEDEIROS;2021;4;8716;0.317;0.363
VL PRUDENTE;2018;1;18963;0.327;0.2
VL PRUDENTE;2018;2;19133;0.335;0.237
VL PRUDENTE;2018;3;17681;0.352;0.253
VL PRUDENTE;2018;4;19881;0.333;0.221
VL PRUDENTE;2019;1;19927;0.296;0.239
VL PRUDENTE;2019;2;15544;0.354;0.307
VL PRUDENTE;2019;3;18642;0.347;0.258
VL PRUDENTE;2019;4;19152;0.366;0.292
VL PRUDENTE;2020;1;18488;0.281;0.264
VL PRUDENTE;2020;2;15069;0.348;0.326
VL PRUDENTE;2020;3;17223;0.337;0.287
VL PRUDENTE;2020;4;18287;0.349;0.339
VL PRUDENTE;2021;1;19674;0.299;0.251
VL PRUDENTE;2021;2;17822;0.349;0.306
VL PRUDENTE;2021;3;17575;0.37;0.363
VL PRUDENTE;2021;4;19224;0.383;0.346
VL SONIA;2018;1;16107;0.344;0.272
VL SONIA;2018;2;16921;0.338;0.337
VL SONIA;2018;3;15645;0.332;0.338
VL SONIA;2018;4;17896;0.344;0.282
VL SONIA;2019;1;15272;0.26;0.309
VL SONIA;2019;2;14222;0.292;0.326
VL SONIA;2019;3;14609;0.287;0.313
VL SONIA;2019;4;15747;0.308;0.366
VL SONIA;2020;1;14717;0.261;0.293
VL SONIA;2020;2;13392;0.294;0.315
VL SONIA;2020;3;15054;0.3;0.279
VL SONIA;2020;4;15906;0.305;0.336
VL SONIA;2021;1;16433;0.258;0.241
VL SONIA;2021;2;16230;0.285;0.284
VL SONIA;2021;3;15822;0.321;0.331
VL SONIA;2021;4;15983;0.314;0.335
